0.005
0.832
0.880
0.903
0.900
0.920
0.922
0.918
0.940
0.918
0.920
0.935
0.940
0.945
0.945
0.942
0.927
0.948
0.937
0.942
0.953
0.943
0.942
0.950
0.962
0.945
0.950
0.955
0.955
0.950
0.945
0.947
0.960
0.948
0.948
0.957
0.960
0.967
0.963
0.962
0.962
0.963
0.957
0.960
0.947
0.967
0.962
0.963
0.957
0.958
0.962
0.953
0.960
0.953
0.968
0.952
0.948
0.958
0.952
0.958
0.952
0.975
0.958
0.947
0.958
